r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,id
65,27,19,41,59,13,26,45,14,54,False,7561864690
10,102,83,45,33,38,49,86,72,48,True,7561508976
17,129,62,21,46,38,25,128,13,100,True,7560130628
98,26,3,70,120,46,83,20,14,88,True,7560048509
98,23,82,45,26,58,74,86,21,57,True,7559309238
78,22,123,95,19,112,57,114,58,106,False,7559045192
29,74,26,14,32,78,119,86,114,45,False,7558908460
41,21,66,74,78,49,72,79,93,29,True,7558405674
33,3,74,26,109,69,53,1,45,77,True,7557325198
41,74,45,112,20,29,100,86,25,13,False,7556676274
97,65,105,23,1,21,19,120,93,63,True,7556629462
29,20,90,26,41,106,19,59,42,112,True,7556572074
21,85,20,106,69,55,31,123,22,12,True,7556518667
46,83,106,65,96,41,20,59,66,29,False,7555837549
129,83,74,70,86,38,66,26,23,98,True,7555793791
49,68,1,14,123,129,93,112,53,22,True,7555727304
93,106,91,98,119,48,83,112,13,19,True,7555666739
65,19,90,120,82,98,66,21,100,95,False,7555483473
47,112,26,10,85,55,21,62,46,98,False,7555411638
98,26,120,58,10,14,90,66,48,79,True,7555345373
78,66,11,114,25,80,98,45,109,123,True,7554517419
26,10,98,65,38,47,100,102,19,80,True,7554472883
53,19,23,89,65,59,102,112,100,41,False,7554413222
21,114,43,92,33,29,89,74,58,26,False,7554227833
65,26,41,120,105,90,72,100,43,80,True,7554117694
33,17,123,97,1,73,105,26,113,98,False,7554046659
19,51,110,46,21,10,53,112,26,96,True,7553951264
107,111,33,21,7,55,26,48,65,25,True,7553877252
63,65,38,98,100,120,123,29,10,85,True,7553778918
86,35,53,1,29,65,13,59,96,10,False,7553683450
41,98,65,112,71,33,5,19,106,10,True,7551602189
27,93,105,120,98,61,20,113,47,83,True,7551547554
93,53,13,129,128,49,114,86,46,61,True,7551479157
57,26,60,25,58,48,83,120,21,29,False,7551441749
13,83,123,89,88,33,11,19,17,100,True,7549490037
28,45,138,39,10,65,19,48,72,106,False,7549467463
35,47,27,62,113,51,82,26,49,95,False,7548536459
120,82,106,45,105,86,98,5,97,1,False,7548468061
126,45,46,137,69,49,13,88,12,20,True,7548374643
69,40,100,25,49,1,121,53,129,17,True,7548260782
74,19,91,112,70,65,20,135,95,80,False,7548191387
120,106,6,21,69,110,86,12,96,49,True,7548104359
98,121,41,68,69,49,67,100,61,26,False,7547143228
26,1,53,14,106,33,13,25,65,41,True,7547082158
90,105,41,65,98,19,112,123,28,97,True,7547023116
15,114,79,58,38,89,72,65,110,69,False,7546155183
98,91,123,136,129,92,100,114,106,82,True,7546089089
82,45,112,21,59,98,71,13,110,1,True,7545294310
41,26,9,14,106,48,86,126,29,19,True,7545254753
33,53,20,1,120,69,121,93,31,106,True,7545162769
94,30,20,98,38,51,63,120,53,69,True,7545083127
55,26,126,20,21,62,112,123,129,12,False,7544965344
1,121,62,21,106,89,13,20,55,68,False,7540838488
61,82,53,109,48,72,39,55,6,83,False,7540784724
49,56,64,69,25,19,9,96,41,62,True,7540673130
10,19,71,72,82,56,45,88,58,96,False,7540625634
109,19,74,98,66,35,129,3,50,128,True,7540578776
8,76,78,26,112,93,45,20,106,41,False,7540501168
15,19,20,114,33,8,90,98,112,100,False,7540443336
61,58,47,41,123,18,100,104,26,49,False,7539520844
55,26,7,19,109,4,5,98,20,13,True,7539464299
114,7,33,65,21,69,3,25,88,49,False,7539404016
55,106,100,25,65,72,4,53,28,47,True,7538927770
63,7,83,137,33,98,112,53,89,72,True,7538836423
38,40,22,1,71,88,95,17,121,55,False,7538020580
1,13,83,14,112,113,33,60,51,90,True,7537975697
41,110,26,13,120,69,105,21,113,129,True,7537889513
41,20,32,19,64,48,58,63,61,126,True,7537672387
1,22,21,114,65,113,39,69,121,112,True,7537571644
86,65,39,20,114,82,31,59,10,19,True,7533025947
120,136,38,11,112,6,114,74,47,26,True,7532834226
19,58,12,69,13,21,129,100,110,94,True,7532649615
25,45,4,61,65,15,40,41,19,120,True,7532565846
78,19,121,70,46,53,83,96,113,137,False,7532515552
65,10,83,97,96,69,29,76,37,26,False,7531430855
26,65,21,70,106,6,112,110,137,16,True,7531369222
102,65,87,63,106,41,128,38,90,58,False,7531318307
94,55,45,51,106,98,91,95,38,86,False,7530005600
10,90,58,120,55,6,19,112,106,129,False,7529920110
28,3,120,20,41,1,26,92,88,17,False,7525297242
38,14,137,123,10,7,53,114,61,95,False,7525226400
82,88,69,11,112,120,45,66,10,71,True,7525029247
65,110,82,114,19,95,53,21,71,76,False,7524776152
47,106,100,19,119,38,45,21,26,22,False,7524686503
69,100,5,94,113,106,110,27,98,89,True,7523470757
114,47,42,38,66,23,96,86,62,89,False,7523419066
70,62,33,22,112,47,53,14,87,41,False,7523355534
74,102,65,83,48,59,71,123,94,1,True,7523328849
47,66,27,10,13,56,58,135,20,19,True,7523279424
1,72,26,98,60,44,106,96,45,112,False,7523140508
78,20,26,46,107,25,14,121,3,21,True,7523051286
21,103,13,58,33,69,113,70,121,19,True,7522983009
39,72,83,92,48,38,136,65,86,91,False,7521664545
29,9,45,106,94,15,103,56,96,47,True,7521140026
15,14,20,106,71,94,74,96,58,43,True,7521069167
60,40,19,23,20,14,47,112,79,82,True,7520938941
94,26,32,17,114,55,53,65,48,62,False,7520879926
61,101,87,1,43,94,86,136,120,26,False,7520833895
120,53,112,26,82,38,21,114,93,86,False,7518701492
71,93,111,76,98,33,123,13,83,10,False,7518674090
49,138,39,112,54,29,17,5,45,63,False,7518624588
69,136,25,65,13,74,83,54,98,53,True,7518522406
70,106,45,121,69,9,91,100,42,71,True,7517222006
21,19,128,29,45,66,14,17,18,47,False,7517176183
58,100,102,25,21,114,71,107,69,26,False,7517117005
41,19,58,49,14,29,39,10,83,138,True,7517064188
112,13,110,94,98,17,20,6,71,53,True,7516904536
6,14,78,107,121,1,20,91,69,129,False,7516855047
98,86,21,5,14,13,40,137,47,123,False,7515628556
61,76,86,58,21,23,44,45,63,14,True,7515602518
4,91,71,17,93,137,53,10,20,29,False,7515582594
93,85,56,120,69,66,47,21,88,25,True,7515450098
10,45,90,53,57,97,136,26,32,121,True,7515396074
10,26,72,88,97,38,83,46,136,48,True,7515350554
99,121,45,106,73,100,20,112,21,90,False,7515224930
41,45,63,29,80,88,66,13,69,48,True,7514003134
33,62,91,93,49,40,8,26,13,21,True,7512329349
22,26,101,10,23,112,123,21,113,33,True,7512268573
39,90,75,105,56,59,123,26,114,33,False,7512211445
25,41,110,83,38,22,53,98,51,46,True,7512101077
46,82,100,53,92,8,58,20,106,71,True,7511949355
71,52,105,86,21,59,26,57,50,20,True,7510598978
89,121,104,112,14,69,72,53,98,70,False,7510563374
22,27,30,106,38,41,86,20,120,129,False,7510459653
15,19,128,51,78,63,21,45,38,26,False,7510421656
90,97,102,35,45,113,83,41,29,123,False,7510345660
94,121,21,68,61,33,10,23,102,65,False,7510272577
23,26,90,114,110,65,66,19,74,1,False,7510186634
38,51,123,10,22,41,71,21,72,43,True,7507427069
98,69,39,71,6,92,22,93,85,100,True,7507344378
98,60,128,66,41,102,121,105,47,82,False,7507078747
57,126,26,82,98,69,65,89,7,48,False,7506895766
13,98,65,82,5,92,22,74,83,41,False,7506199435
21,5,102,86,72,94,83,97,129,26,True,7506160445
28,71,102,21,121,53,43,119,74,41,False,7506115574
137,102,66,83,25,114,3,65,21,97,False,7505997100
46,100,1,3,66,12,72,65,23,69,False,7505953833
121,56,19,70,82,6,51,22,14,62,False,7505908317
71,8,26,21,120,20,1,40,19,39,False,7505850732
17,100,72,102,46,96,79,91,76,82,False,7505732291
48,100,129,86,62,94,71,26,95,19,True,7505682209
11,20,105,65,76,29,3,53,15,113,False,7505601481
41,78,71,66,25,114,20,120,94,29,False,7502992390
32,2,71,20,22,38,89,23,88,135,False,7502952445
53,19,20,38,54,69,31,14,26,59,True,7502910100
54,45,22,14,82,51,27,19,102,94,False,7502863089
65,126,26,80,66,19,59,25,100,14,False,7502813783
10,66,76,55,96,73,53,137,120,123,True,7502638300
15,119,74,82,83,105,1,68,39,71,True,7502590564
66,92,70,16,61,99,19,31,41,98,False,7501244184
80,102,101,26,41,65,105,119,63,82,False,7501213886
102,112,13,95,123,93,51,106,65,98,True,7610000140
47,9,41,82,20,65,44,112,7,29,False,7609972662
95,105,97,3,98,65,82,1,53,49,True,7608507527
120,92,97,48,52,106,95,50,49,69,False,7608473151
110,36,44,20,96,26,97,10,62,35,True,7606785444
19,30,13,41,33,126,71,45,72,98,False,7606713137
95,86,69,35,26,94,20,106,2,21,True,7606651381
14,65,41,135,74,48,136,22,96,26,True,7606549213
109,93,15,106,112,12,105,33,43,96,False,7606505968
97,102,41,21,106,26,68,17,99,10,True,7606449226
76,105,95,60,5,90,121,129,26,1,True,7606392892
90,129,119,97,48,47,13,66,94,71,True,7606356638
79,44,73,100,25,26,13,22,49,95,False,7604922526
106,1,86,129,27,62,36,15,59,123,True,7604842308
18,31,98,26,104,23,123,61,14,72,False,7604755684
90,20,96,86,89,101,106,93,69,5,False,7604654237
17,86,28,123,1,80,98,95,121,37,False,7604591367
106,10,137,26,14,93,53,59,33,100,False,7604547863
90,71,83,10,110,25,112,49,21,93,True,7604307339
82,112,96,48,135,114,53,98,9,67,False,7604261558
89,123,72,98,137,21,105,136,2,82,True,7602657148
52,49,112,41,9,48,105,65,98,120,False,7602622391
73,28,38,123,105,110,66,136,54,106,False,7602586520
19,15,33,88,46,48,9,26,59,104,True,7602551279
129,123,39,76,135,48,43,112,98,62,True,7602510938
135,9,47,82,49,59,111,15,95,114,True,7602480358
11,72,49,62,26,53,88,105,82,106,False,7601285885
9,74,112,94,129,123,80,8,135,5,True,7601147143
10,40,41,71,20,33,114,29,44,17,False,7601112083
18,20,90,38,79,22,45,123,78,49,True,7601003276
19,55,13,93,86,90,126,14,82,5,True,7600925906
17,58,25,64,15,6,45,106,110,98,True,7600734438
64,59,49,121,93,129,65,48,58,136,True,7595657188
41,20,14,58,59,63,90,28,105,9,True,7595604560
21,86,41,20,114,129,49,45,105,93,False,7595576625
39,105,93,26,96,4,78,86,120,5,True,7595534147
93,68,17,105,49,113,21,79,14,47,True,7595464866
120,75,41,71,21,69,33,82,105,17,False,7595428247
66,74,41,88,129,19,36,123,1,45,True,7595393783
19,120,20,82,123,49,15,9,88,17,True,7595340531
73,21,5,96,39,28,20,65,89,106,False,7595298029
63,69,123,100,46,79,121,48,29,17,True,7595226102
74,69,10,84,62,80,71,58,13,89,False,7593639660
19,15,110,106,1,48,64,86,74,16,True,7593575299
10,79,13,96,33,89,37,78,34,123,False,7593502482
97,10,53,13,26,21,58,71,113,120,True,7589474120
70,26,45,69,80,1,129,123,39,112,True,7587910535
98,86,10,49,66,120,129,21,62,101,False,7587854072
15,64,87,1,98,78,45,123,94,47,False,7587794994
17,20,94,69,71,113,129,112,102,3,False,7587744799
136,96,41,20,49,21,13,14,94,79,True,7587423835
104,71,123,47,10,9,64,74,49,41,False,7587390550
62,22,5,95,38,13,67,43,37,21,True,7587360614
48,39,66,123,98,41,3,136,69,13,False,7586192274
15,72,97,98,65,21,48,62,5,29,True,7586131901
28,138,106,58,95,74,10,69,79,105,False,7586080451
15,1,5,64,136,20,98,45,46,49,True,7586054374
11,14,60,13,21,49,80,105,45,137,False,7585847294
94,29,71,120,79,82,88,17,65,53,False,7585820782
45,71,86,93,49,113,5,8,101,21,True,7585787105
49,53,89,105,65,13,62,1,123,47,True,7585760404
39,111,112,95,137,19,89,58,47,113,False,7584508408
110,113,28,93,123,62,45,17,49,94,False,7584433817
48,5,22,135,128,113,49,86,69,33,True,7584378435
13,47,20,71,93,137,58,65,89,35,True,7584332736
96,58,113,92,21,120,93,26,97,114,False,7584289275
120,37,33,19,95,51,49,58,9,114,True,7584246226
19,94,23,79,71,126,114,68,89,33,True,7582582163
33,25,123,28,41,8,53,26,17,96,True,7582541473
92,69,17,8,112,25,105,65,126,78,False,7582505476
94,106,20,14,105,19,33,1,97,47,False,7581076958
138,26,62,129,13,102,46,17,123,20,True,7581010429
48,20,120,2,84,45,102,41,78,26,False,7580949103
1,71,21,58,47,10,39,68,14,65,True,7580901576
26,106,10,3,47,41,123,25,136,66,True,7580833009
9,30,1,76,136,13,101,3,29,93,False,7580794674
123,6,5,65,120,9,69,26,62,41,False,7580757567
66,29,72,46,25,120,20,97,70,86,True,7580725544
69,37,21,43,49,20,114,39,94,26,False,7577320159
123,58,29,49,120,137,3,48,105,129,True,7577260678
94,28,30,13,53,1,26,21,120,69,True,7577022152
35,5,29,71,41,30,78,106,48,53,False,7575774977
13,96,85,21,123,30,37,126,28,95,True,7575475746
30,49,123,1,98,26,51,13,10,71,True,7575427509
106,49,30,22,138,26,112,34,135,94,True,7575071685
58,135,92,72,14,30,69,123,59,70,False,7573527433
88,17,114,46,49,41,43,58,100,28,False,7572016558
13,69,10,5,83,89,71,98,92,58,True,7571977149
69,20,17,89,86,53,3,78,62,94,True,7571758955
13,9,41,39,62,136,47,105,10,69,True,7570460885
71,21,105,76,41,94,106,96,47,119,True,7568984249
48,69,26,13,33,25,71,86,136,123,False,7567162385
33,82,46,49,51,54,5,98,62,74,True,7567053302
53,69,59,121,1,21,64,28,82,51,False,7567001651
109,76,66,129,19,74,49,5,62,48,True,7566943429
58,56,26,39,69,106,46,78,86,75,False,7563959000
15,82,112,71,93,63,66,39,129,20,False,7563926134
13,123,58,1,78,55,26,17,95,53,True,7563859202
88,129,5,93,120,71,123,137,35,70,True,7563831319
90,71,95,98,97,13,105,88,129,48,False,7563806263
13,123,100,15,93,21,66,71,78,39,True,7563779728
51,38,123,98,94,86,97,13,105,73,False,7562625669
46,123,71,129,28,19,80,41,65,86,False,7562588896
107,5,46,25,7,67,68,135,29,82,False,7562567339
21,51,53,22,49,45,39,69,41,40,False,7562520700
94,65,17,29,135,35,102,123,19,98,True,7562443424
28,71,80,59,20,95,123,65,129,106,False,7562420355
41,123,13,89,27,54,66,113,21,97,True,7559778880
15,26,71,47,48,98,21,25,58,80,False,7559751600
45,1,69,71,126,13,26,95,53,28,True,7559734365
29,21,59,66,48,123,96,70,71,17,True,7559652812
129,41,69,59,20,65,106,89,67,62,True,7559628940
86,48,58,49,98,35,106,66,19,69,False,7559605002
41,20,39,28,45,137,37,1,62,97,False,7558218939
79,14,48,69,64,89,71,17,98,27,True,7558156637
106,48,65,53,83,105,1,71,26,17,True,7558118823
126,82,105,77,66,113,45,73,19,102,True,7548059756
129,123,40,41,82,102,58,56,106,21,True,7547992161
65,45,14,52,93,9,20,104,40,48,True,7609746348
28,29,13,58,109,72,22,137,71,105,True,7609707841
41,136,47,101,23,5,48,76,21,26,False,7609661530
3,18,19,40,86,9,78,39,83,94,False,7609599531
52,53,126,94,51,98,40,73,7,49,True,7609549826
73,84,23,85,57,65,88,98,93,58,False,7609479941
42,79,49,46,56,20,52,58,69,63,False,7609414670
106,78,97,46,9,48,62,105,98,73,False,7609355604
12,60,123,49,65,44,5,96,86,90,True,7609291448
80,43,9,66,106,89,20,23,49,105,False,7609225332
61,9,94,49,45,41,53,129,69,74,True,7609183948
98,93,19,121,69,1,97,74,5,53,False,7609069713
129,12,13,110,9,93,38,97,53,123,True,7608999252
19,97,21,41,5,73,83,126,86,135,False,7608905845
22,2,53,40,10,109,78,91,72,59,True,7607252745
28,136,13,21,9,105,78,106,45,41,False,7606228924
41,121,13,33,49,9,19,69,123,89,True,7605493169
57,90,58,63,65,105,13,48,52,38,False,7605359466
83,109,43,13,9,19,14,89,33,106,True,7603740731
23,45,3,43,48,59,110,129,86,41,False,7603644380
59,20,19,70,55,106,123,52,95,13,True,7603589177
69,39,9,48,49,53,41,60,114,13,True,7603531501
82,100,39,110,69,10,65,13,9,128,False,7603450641
79,120,69,95,123,94,137,20,13,9,False,7603054356
129,112,32,49,58,39,48,96,40,53,False,7602178152
129,79,87,22,95,45,71,76,20,32,True,7602131381
5,126,97,19,10,69,109,128,39,20,True,7601940279
34,123,93,65,53,33,26,62,22,89,False,7601897251
23,120,86,48,5,65,26,126,10,96,True,7601813021
126,41,45,33,65,79,52,1,40,129,False,7601725284
18,104,65,58,106,5,98,21,44,136,False,7601610898
83,29,119,48,74,49,72,7,98,3,False,7601467462
20,137,104,98,86,40,19,96,73,39,False,7601330056
47,45,129,20,70,79,69,49,109,119,True,7601253288
25,78,123,35,20,33,105,10,26,21,True,7600240433
18,39,86,85,96,82,9,79,10,49,False,7600162291
79,1,28,126,20,129,113,65,120,85,True,7600103031
91,45,120,129,93,82,72,78,73,123,False,7599979803
126,49,105,123,1,19,45,62,93,98,False,7599894715
83,112,69,21,106,65,109,123,13,114,True,7599717096
28,26,123,110,41,13,112,86,129,1,True,7598589019
105,80,72,96,100,98,123,114,33,58,False,7598511664
98,95,51,65,33,72,85,90,97,26,False,7598452017
20,14,33,113,41,26,48,123,16,17,True,7598213210
98,72,7,1,65,48,123,23,45,21,True,7598108334
14,49,68,41,3,10,21,45,129,13,True,7598041124
47,106,109,27,69,73,49,48,58,20,False,7597946672
74,88,20,97,47,53,69,39,128,82,False,7597866012
12,19,47,65,13,86,10,72,49,120,False,7597816610
123,26,109,98,129,114,20,29,49,58,True,7597069123
33,25,58,93,19,94,85,72,98,129,True,7597037408
106,3,98,4,26,20,48,29,45,13,False,7597005292
13,45,3,29,41,137,58,123,138,90,True,7596968759
89,19,106,72,112,12,100,119,29,98,False,7596903927
30,71,33,94,80,3,49,41,97,45,True,7596840036
90,6,96,47,84,72,16,93,22,119,False,7596810912
135,26,129,25,110,98,53,123,39,32,True,7596773116
10,20,49,65,13,98,72,123,90,114,True,7596263300
83,126,49,48,26,62,109,55,110,90,False,7596137207
39,49,9,5,41,100,74,33,15,20,False,7594386344
59,97,123,71,93,82,121,5,106,14,False,7594280696
45,110,29,41,39,97,10,58,3,27,False,7594143030
93,123,45,55,25,113,20,49,26,46,True,7594036275
105,13,98,41,20,85,40,83,21,17,True,7592174509
79,120,93,66,96,65,3,114,29,72,False,7590364977
113,45,26,41,104,49,21,19,62,90,False,7590288944
20,21,86,129,55,14,19,5,49,26,False,7590210088
49,76,48,20,9,58,2,93,26,98,True,7590127532
53,79,113,95,28,10,57,85,20,39,True,7590019276
48,49,45,80,114,107,1,60,86,110,True,7588660261
72,86,105,15,137,2,95,110,43,26,False,7588599196
41,58,106,105,96,65,5,14,95,113,False,7588393849
95,39,26,73,65,41,97,105,45,13,True,7588321742
106,22,5,28,70,41,26,69,68,19,True,7588258432
20,12,82,26,96,33,13,45,41,77,False,7588108967
76,47,86,48,66,93,26,21,20,97,False,7588031219
26,58,93,10,97,50,3,65,23,102,True,7587941665
39,41,97,69,5,113,128,23,53,43,True,7587905752
79,69,98,1,74,6,71,49,86,53,True,7587279989
48,39,123,96,20,9,119,41,22,28,True,7587262084
45,59,110,48,86,70,106,98,58,65,False,7587105898
13,26,60,48,123,57,45,129,95,121,False,7587062330
39,21,96,85,41,16,123,83,48,98,False,7587022364
94,20,86,13,29,21,83,105,38,1,False,7586964555
83,90,43,138,19,39,123,58,129,32,True,7586922429
54,45,50,135,51,90,10,106,105,40,True,7586816927
13,1,29,85,27,98,120,48,20,105,False,7586770737
114,31,33,20,41,95,26,105,106,28,False,7586701373
120,123,10,137,45,93,22,26,49,58,False,7586653286
58,129,8,105,88,47,123,114,96,26,True,7586573381
96,71,39,95,79,21,13,41,20,100,True,7586462800
120,83,89,105,21,129,82,20,106,58,False,7586414264
138,56,49,58,43,120,14,78,46,84,False,7585577876
41,72,129,114,65,88,121,14,137,89,True,7584937522
82,129,10,110,26,74,71,15,9,8,False,7584827109
13,26,58,15,18,135,105,129,25,21,False,7583894059
93,14,105,3,49,32,112,34,36,65,False,7583861040
106,41,98,58,19,46,110,20,105,25,True,7583802922
16,105,93,121,98,18,3,49,65,13,False,7583764592
123,46,68,129,49,96,1,26,106,58,False,7583675383
28,82,14,98,20,135,123,61,44,58,True,7583646670
46,23,28,26,72,98,123,62,69,21,True,7583598911
114,10,106,105,112,19,98,12,20,21,True,7583528235
14,95,97,72,9,123,43,19,105,82,False,7583468852
129,21,45,88,49,20,7,98,112,1,True,7583341105
15,66,120,72,95,49,85,56,48,17,False,7583282842
58,91,136,90,129,98,79,10,26,106,True,7583191024
120,45,25,26,33,41,87,17,98,123,True,7583111226
10,80,51,58,47,49,123,136,95,86,False,7580668406
106,40,69,19,114,20,71,49,57,12,True,7580633310
106,7,10,26,40,85,6,43,120,123,False,7580519616
62,129,113,45,82,20,105,7,43,95,True,7580477055
49,97,123,65,45,93,26,120,102,91,False,7580334044
19,89,39,20,92,120,129,27,48,105,True,7580291501
26,113,14,123,21,86,49,1,106,110,False,7580194350
94,68,123,39,129,96,85,74,53,41,False,7580138044
96,13,82,33,45,18,123,49,137,20,True,7580026266
5,113,44,92,23,86,20,120,98,73,True,7579936844
41,119,55,59,40,20,89,19,47,13,True,7579494267
48,119,129,50,20,106,60,123,95,26,True,7579423131
47,49,123,58,23,6,25,88,83,27,False,7578389353
45,40,137,94,106,41,86,59,121,14,False,7578269570
25,86,28,83,10,46,45,71,49,56,False,7578162228
79,93,13,112,21,49,65,96,58,39,False,7578053245
98,10,49,14,63,102,11,119,48,3,False,7577907029
76,29,7,93,136,83,128,74,10,21,True,7577811783
110,74,93,129,26,28,113,41,112,83,True,7577728874
93,3,26,90,129,135,113,137,123,20,False,7577609281
26,25,94,47,71,75,46,100,126,39,False,7574981841
26,95,36,45,98,20,106,48,101,69,False,7574785366
49,65,71,93,20,12,14,106,26,98,False,7574651457
120,98,71,72,18,45,17,21,69,79,False,7574589805
63,14,90,100,86,109,49,58,39,110,True,7574526471
63,55,74,100,66,137,90,113,71,20,True,7574412405
93,92,88,72,26,19,58,86,97,114,True,7574273542
98,110,26,88,82,90,83,123,49,114,True,7574226644
72,1,113,96,119,28,105,41,49,138,False,7574085392
82,96,138,26,112,20,91,88,49,70,False,7574022784
48,47,40,74,19,65,49,58,12,22,True,7573876760
85,123,47,13,21,105,80,98,48,112,True,7573814787
1,55,45,17,14,20,13,25,21,29,False,7573765670
25,31,98,102,62,71,21,7,85,59,True,7573265219
41,3,65,98,90,97,110,71,49,82,True,7573222728
20,93,22,19,96,102,43,84,79,69,False,7573200713
121,88,4,69,14,20,25,112,94,64,True,7573122466
59,45,39,30,78,20,121,82,74,49,True,7573104882
135,69,21,12,86,3,71,94,97,7,True,7571612158
10,120,69,21,128,83,41,25,98,123,True,7571593537
51,123,129,63,72,7,98,17,58,41,False,7571548192
46,49,97,26,45,59,25,95,96,111,False,7571525826
73,49,98,45,72,11,123,93,19,83,False,7571503321
58,21,13,121,97,41,29,126,136,71,True,7571481013
20,112,8,114,21,106,57,26,48,121,True,7570857704
113,123,20,47,98,90,119,95,129,21,True,7570790904
20,41,100,112,39,26,49,28,123,21,False,7570261994
40,1,49,90,123,85,112,98,84,63,True,7570235564
129,49,45,1,26,78,71,18,121,72,False,7570214798
53,98,26,123,13,59,86,85,129,92,False,7570193272
43,39,19,26,1,95,20,90,137,74,False,7570168531
8,21,78,110,59,20,10,41,128,62,False,7570146047
110,90,126,58,129,138,20,106,105,69,False,7570087623
94,65,17,66,96,69,120,83,126,36,False,7570064654
26,90,98,20,18,46,129,66,19,74,True,7570042068
49,65,68,97,74,25,126,71,26,83,False,7570010516
72,41,69,71,90,49,113,123,28,79,True,7569988920
41,85,26,69,47,64,100,82,48,49,True,7569795730
110,129,113,48,20,82,49,13,68,69,True,7569680442
58,120,69,110,48,4,19,82,83,21,True,7568167310
45,8,19,49,20,26,112,30,72,88,True,7568102868
9,93,72,13,135,100,49,58,138,39,False,7567950364
53,95,74,49,96,59,87,70,100,33,True,7567874898
106,105,41,49,45,43,82,97,62,101,True,7566401268
20,129,48,86,39,69,26,100,25,13,True,7566364973
13,47,19,6,58,78,22,39,26,70,False,7566296847
26,129,37,105,73,69,107,5,1,106,False,7566249208
58,128,107,48,13,19,20,21,112,10,False,7566184874
48,86,123,21,76,93,105,83,98,13,False,7566050489
92,22,69,67,26,20,123,1,86,58,False,7565970513
69,17,41,56,85,113,26,10,20,137,False,7565885950
51,17,100,14,32,58,120,89,28,83,False,7565176168
126,78,1,53,20,13,86,112,41,69,False,7565139110
73,111,17,96,26,107,106,120,112,20,False,7565120857
90,20,93,123,71,13,21,86,83,69,False,7565103236
73,80,106,123,85,72,31,112,128,66,True,7564972366
20,93,98,128,71,58,48,29,100,14,False,7564947163
21,96,85,113,106,114,137,20,68,70,True,7564328750
13,95,58,5,129,123,20,46,106,104,True,7564245019
98,106,89,20,45,10,105,113,129,19,True,7564199907
69,10,85,15,26,92,83,123,13,94,True,7564159465
47,20,71,82,21,74,95,23,97,58,True,7563717344
96,48,87,71,28,67,21,45,111,59,True,7563693396
82,96,19,26,106,109,120,71,58,28,True,7563608182
123,11,5,2,12,40,105,50,98,18,True,7563578009
35,29,20,58,73,129,138,49,71,123,False,7563541182
126,53,73,98,45,138,129,22,83,26,True,7563499045
48,53,100,112,17,67,86,69,14,25,False,7563461858
110,120,1,114,88,41,106,123,15,26,False,7563386938
95,97,43,103,26,83,22,41,98,72,True,7563351392
45,98,34,26,93,1,58,97,61,128,True,7563243230
65,12,91,15,69,21,86,57,85,94,True,7563128592
12,64,21,13,20,45,23,41,86,69,False,7563040337
14,100,17,15,45,110,113,96,26,93,True,7562965291
123,112,74,93,26,83,21,47,113,19,True,7562920889
83,136,97,1,128,120,20,14,73,47,True,7562321469
6,72,14,97,39,119,100,80,45,46,True,7562295808
13,3,123,128,21,41,20,65,106,110,True,7562272042
110,33,19,25,54,7,98,114,136,47,True,7562141922
58,18,114,99,43,98,19,48,49,14,False,7562097549
49,39,72,110,88,98,21,9,83,2,True,7562031547
85,135,76,26,53,106,27,37,10,71,False,7561975501
106,71,47,31,41,13,103,53,101,82,False,7561918608
41,86,20,82,129,23,110,138,10,49,True,7561862131
120,3,78,71,70,41,34,53,29,123,False,7561797788
98,26,14,25,8,20,34,97,105,73,True,7561688599
21,34,72,10,17,51,22,15,121,67,True,7561619919
110,18,14,129,128,41,45,20,25,49,False,7561529021
94,66,26,21,35,83,69,9,28,25,False,7561474079
109,114,39,8,63,17,85,137,110,138,False,7560700022
3,94,123,28,98,67,111,114,21,27,True,7560661778
85,106,74,95,123,26,10,25,28,20,True,7560633483
41,26,114,135,35,21,17,28,83,53,False,7560595338
1,25,65,104,110,138,74,123,97,20,False,7560547279
59,86,85,98,25,109,20,90,128,126,True,7560517792
46,55,22,88,72,7,128,14,2,67,False,7560450974
49,19,138,59,58,11,109,100,110,45,True,7560362547
15,45,48,98,72,137,44,75,129,71,True,7560312459
3,47,21,13,65,90,26,48,71,29,True,7559471307
4,88,13,135,5,26,31,106,96,70,False,7559451303
106,21,105,31,104,129,22,72,33,5,True,7559424156
53,100,1,74,21,114,41,28,123,26,True,7559369704
71,10,86,22,112,83,96,17,79,48,True,7559344473
63,100,13,47,20,41,26,17,129,110,True,7557603600
138,4,121,104,26,58,65,82,54,97,True,7557514013
41,91,69,26,90,45,136,93,47,7,False,7557468726
110,106,61,2,123,8,72,59,71,57,True,7557420507
67,106,74,7,112,83,126,20,15,123,False,7557379489
114,35,28,20,5,76,105,123,109,96,False,7557324344
46,39,137,119,123,90,96,58,93,105,True,7557255721
83,39,123,46,72,95,26,23,33,97,True,7557177740
1,26,83,13,14,111,91,74,136,10,False,7557124543
120,14,93,33,53,98,82,88,5,70,True,7557057755
98,26,58,48,49,74,27,110,41,29,False,7556980150
98,8,14,128,31,26,57,11,20,71,False,7554676707
95,20,7,93,129,12,83,2,27,126,True,7554656041
82,84,1,5,14,25,123,78,10,83,False,7554635568
67,112,28,53,106,72,129,91,73,15,True,7554621470
58,41,55,74,7,105,10,23,19,26,True,7554588694
15,101,83,48,53,97,26,121,129,95,True,7554566850
